[I] 2013-04-12 11:57:24.296 (0x0DA0):ErrorCode[0]_Visual IVR Editor Started...,Version:6.10.4
[E] 2013-04-12 11:57:52.720 (0x0DA0):ErrorCode[-2147467259]_Connect to Database failed! ConnectionString:DSN=dbtest;UID=sa;PWD=pcs123456;Initial Catalog=dbCallcenter,[Microsoft][ODBC SQL Server Driver][DBNETLIB]无效的连接。
[I] 2013-04-12 12:02:33.092 (0x0DA0):ErrorCode[0]_Callflow Closed!,Callflow ID:0 Callflow Name:
[I] 2013-04-12 12:02:33.140 (0x0DA0):ErrorCode[0]_Option changed successful! .
[I] 2013-04-12 12:02:39.592 (0x0DA0):ErrorCode[0]_Connect to Database successful! ,ConnectionString:DSN=dbCallcenter;UID=sa;PWD=pcs123456;Initial Catalog=dbCallcenter
[I] 2013-04-12 12:02:56.844 (0x0DA0):ErrorCode[0]_Open CallFlow and Nodes Record...,Callflow ID:180 Callflow Name:上海外联
[I] 2013-04-12 12:02:58.592 (0x0DA0):ErrorCode[0]_Open Resource Record...,Project ID:180
[I] 2013-04-12 12:04:15.500 (0x0DA0):ErrorCode[0]_Connect to Database successful! ,ConnectionString:DSN=dbCallcenter;UID=sa;PWD=pcs123456;Initial Catalog=dbCallcenter
[I] 2013-04-12 12:04:15.812 (0x0DA0):ErrorCode[0]_Open CallFlow and Nodes Record...,Callflow ID:1 Callflow Name:Test Demo
[I] 2013-04-12 12:04:15.844 (0x0DA0):ErrorCode[0]_Open Resource Record...,Project ID:1
[I] 2013-04-12 12:04:36.328 (0x0DA0):ErrorCode[0]_Connect to Database successful! ,ConnectionString:DSN=dbCallcenter;UID=sa;PWD=pcs123456;Initial Catalog=dbCallcenter
[I] 2013-04-12 12:04:36.576 (0x0DA0):ErrorCode[0]_Open CallFlow and Nodes Record...,Callflow ID:10 Callflow Name:PCS_Demo
[E] 2013-04-12 12:04:36.608 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[I] 2013-04-12 12:04:36.672 (0x0DA0):ErrorCode[0]_Open Resource Record...,Project ID:99
[E] 2013-04-12 12:04:36.704 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.704 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.720 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.720 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.736 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.736 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.752 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.752 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.764 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.764 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.780 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.780 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.828 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.844 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.844 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.860 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.876 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.876 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.904 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.904 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.904 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.920 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.936 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.952 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.968 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.968 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:36.984 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.000 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.016 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.032 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.048 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.064 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.064 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.080 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
[E] 2013-04-12 12:04:37.092 (0x0DA0):ErrorCode[94]_Show Call flow on Screen got error, Callflow ID: 10,使用 Null 无效
